graph_id,split,label_source,num_nodes,num_color_classes,selected_num_colors,target_coloring_valid,score_order_compatible,greedy_num_colors,greedy_coloring_valid,source_pt_path
week18_controlled_mixed_join_5_c26_c26_c26_c29_c29,train,stored_week18_known_colors,136,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c26_c29_c29.pt
week18_controlled_mixed_join_5_c26_c26_c26_c29_c35,train,stored_week18_known_colors,142,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c26_c29_c35.pt
week18_controlled_mixed_join_5_c26_c26_c26_c35_c35,train,stored_week18_known_colors,148,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c26_c35_c35.pt
week18_controlled_mixed_join_5_c26_c26_c29_c29_c29,train,stored_week18_known_colors,139,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c29_c29_c29.pt
week18_controlled_mixed_join_5_c26_c26_c29_c29_c35,train,stored_week18_known_colors,145,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c29_c29_c35.pt
week18_controlled_mixed_join_5_c26_c26_c29_c35_c35,train,stored_week18_known_colors,151,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c29_c35_c35.pt
week18_controlled_mixed_join_5_c26_c26_c35_c35_c35,train,stored_week18_known_colors,157,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c35_c35_c35.pt
week18_controlled_mixed_join_5_c26_c29_c29_c29_c29,train,stored_week18_known_colors,142,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c29_c29_c29_c29.pt
week18_controlled_mixed_join_5_c26_c29_c29_c29_c35,train,stored_week18_known_colors,148,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c29_c29_c29_c35.pt
week18_controlled_mixed_join_5_c26_c29_c29_c35_c35,train,stored_week18_known_colors,154,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c29_c29_c35_c35.pt
week18_controlled_mixed_join_5_c26_c29_c35_c35_c35,train,stored_week18_known_colors,160,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c29_c35_c35_c35.pt
week18_controlled_mixed_join_5_c26_c35_c35_c35_c35,train,stored_week18_known_colors,166,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c35_c35_c35_c35.pt
week18_controlled_mixed_join_5_c29_c29_c29_c29_c35,train,stored_week18_known_colors,151,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c29_c29_c29_c29_c35.pt
week18_controlled_mixed_join_5_c29_c29_c29_c35_c35,train,stored_week18_known_colors,157,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c29_c29_c29_c35_c35.pt
week18_controlled_mixed_join_5_c29_c29_c35_c35_c35,train,stored_week18_known_colors,163,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c29_c29_c35_c35_c35.pt
week18_controlled_mixed_join_5_c29_c35_c35_c35_c35,train,stored_week18_known_colors,169,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c29_c35_c35_c35_c35.pt
week17_gap_cycle_square_c38,validation,reconstructed_week17_exact_formula,38,4,4,True,True,4,True,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_cycle_square_c38.pt
week17_gap_join_c38_join_2,validation,reconstructed_week17_exact_formula,76,8,8,True,True,8,True,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c38_join_2.pt
week17_gap_join_c38_join_3,validation,reconstructed_week17_exact_formula,114,12,12,True,True,12,True,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c38_join_3.pt
week17_gap_join_c38_join_4,validation,reconstructed_week17_exact_formula,152,16,16,True,True,16,True,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c38_join_4.pt
week17_gap_join_c38_join_5,validation,reconstructed_week17_exact_formula,190,20,20,True,True,20,True,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c38_join_5.pt
