graph_id,split,graph_family,num_components_joined,component_cycle_sizes,num_unique_component_sizes,gap_level,num_nodes,num_directed_edges,num_features,target_colors,known_chromatic_number,best_colpack5_colors,best_colpack5_gap_from_known,selected_ordering,score_convention,path
week18_controlled_mixed_join_5_c26_c26_c26_c26_c29,train,mixed_join_of_cycle_square_hard_cases,5,26;26;26;26;29,2,5,133,14676,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c26_c26_c29.pt
week18_controlled_mixed_join_5_c20_c20_c26_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,20;20;26;35;35,3,5,136,15114,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c26_c35_c35.pt
week18_controlled_mixed_join_5_c20_c26_c26_c29_c35,train,mixed_join_of_cycle_square_hard_cases,5,20;26;26;29;35,4,5,136,15222,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c26_c26_c29_c35.pt
week18_controlled_mixed_join_5_c20_c29_c29_c29_c29,train,mixed_join_of_cycle_square_hard_cases,5,20;29;29;29;29,2,5,136,15276,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c29_c29_c29_c29.pt
week18_controlled_mixed_join_5_c26_c26_c26_c29_c29,train,mixed_join_of_cycle_square_hard_cases,5,26;26;26;29;29,2,5,136,15330,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c26_c29_c29.pt
week18_controlled_mixed_join_5_c20_c20_c29_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,20;20;29;35;35,3,5,139,15786,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c29_c35_c35.pt
week18_controlled_mixed_join_5_c20_c26_c29_c29_c35,train,mixed_join_of_cycle_square_hard_cases,5,20;26;29;29;35,4,5,139,15894,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c26_c29_c29_c35.pt
week18_controlled_mixed_join_5_c26_c26_c26_c26_c35,train,mixed_join_of_cycle_square_hard_cases,5,26;26;26;26;35,2,5,139,15948,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c26_c26_c35.pt
week18_controlled_mixed_join_5_c26_c26_c29_c29_c29,train,mixed_join_of_cycle_square_hard_cases,5,26;26;29;29;29,2,5,139,16002,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c29_c29_c29.pt
week18_controlled_mixed_join_5_c20_c26_c26_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,20;26;26;35;35,3,5,142,16530,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c26_c26_c35_c35.pt
week18_controlled_mixed_join_5_c20_c29_c29_c29_c35,train,mixed_join_of_cycle_square_hard_cases,5,20;29;29;29;35,3,5,142,16584,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c29_c29_c29_c35.pt
week18_controlled_mixed_join_5_c26_c26_c26_c29_c35,train,mixed_join_of_cycle_square_hard_cases,5,26;26;26;29;35,3,5,142,16638,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c26_c29_c35.pt
week18_controlled_mixed_join_5_c26_c29_c29_c29_c29,train,mixed_join_of_cycle_square_hard_cases,5,26;29;29;29;29,2,5,142,16692,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c29_c29_c29_c29.pt
week18_controlled_mixed_join_5_c20_c20_c35_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,20;20;35;35;35,2,5,145,17130,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c35_c35_c35.pt
week18_controlled_mixed_join_5_c20_c26_c29_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,20;26;29;35;35,4,5,145,17238,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c26_c29_c35_c35.pt
week18_controlled_mixed_join_5_c26_c26_c29_c29_c35,train,mixed_join_of_cycle_square_hard_cases,5,26;26;29;29;35,3,5,145,17346,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c29_c29_c35.pt
week18_controlled_mixed_join_5_c20_c29_c29_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,20;29;29;35;35,3,5,148,17964,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c29_c29_c35_c35.pt
week18_controlled_mixed_join_5_c26_c26_c26_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,26;26;26;35;35,2,5,148,18018,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c26_c35_c35.pt
week18_controlled_mixed_join_5_c26_c29_c29_c29_c35,train,mixed_join_of_cycle_square_hard_cases,5,26;29;29;29;35,3,5,148,18072,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c29_c29_c29_c35.pt
week18_controlled_mixed_join_5_c20_c26_c35_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,20;26;35;35;35,3,5,151,18654,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c26_c35_c35_c35.pt
week18_controlled_mixed_join_5_c26_c26_c29_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,26;26;29;35;35,3,5,151,18762,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c29_c35_c35.pt
week18_controlled_mixed_join_5_c29_c29_c29_c29_c35,train,mixed_join_of_cycle_square_hard_cases,5,29;29;29;29;35,2,5,151,18816,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c29_c29_c29_c29_c35.pt
week18_controlled_mixed_join_5_c20_c29_c35_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,20;29;35;35;35,3,5,154,19416,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c29_c35_c35_c35.pt
week18_controlled_mixed_join_5_c26_c29_c29_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,26;29;29;35;35,3,5,154,19524,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c29_c29_c35_c35.pt
week18_controlled_mixed_join_5_c26_c26_c35_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,26;26;35;35;35,2,5,157,20250,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c35_c35_c35.pt
week18_controlled_mixed_join_5_c29_c29_c29_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,29;29;29;35;35,2,5,157,20304,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c29_c29_c29_c35_c35.pt
week18_controlled_mixed_join_5_c20_c35_c35_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,20;35;35;35;35,2,5,160,20940,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c35_c35_c35_c35.pt
week18_controlled_mixed_join_5_c26_c29_c35_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,26;29;35;35;35,3,5,160,21048,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c29_c35_c35_c35.pt
week18_controlled_mixed_join_5_c29_c29_c35_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,29;29;35;35;35,2,5,163,21864,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c29_c29_c35_c35_c35.pt
week18_controlled_mixed_join_5_c26_c35_c35_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,26;35;35;35;35,2,5,166,22644,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c35_c35_c35_c35.pt
week18_controlled_mixed_join_5_c29_c35_c35_c35_c35,train,mixed_join_of_cycle_square_hard_cases,5,29;35;35;35;35,2,5,169,23496,25,20,20,25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,higher_score_processed_earlier,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c29_c35_c35_c35_c35.pt
