condition,graph_id,split,source_dataset,source_pt_path,is_added_mixed_graph,graph_family,base_cycle_size,component_cycle_sizes,num_unique_component_sizes,gap_level,num_nodes,target_colors,best_colpack5_colors
train_125_plus105,week18_controlled_mixed_join_5_c20_c26_c26_c26_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c26_c26_c26_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;26;26;29,3,5,127,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c20_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c20_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;20;35;35,2,5,130,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c26_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c26_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;26;29;35,4,5,130,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c26_c26_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c26_c26_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;26;29;29,3,5,130,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c29_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c29_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;29;29;35,3,5,133,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c26_c26_c26_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c26_c26_c26_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;26;26;35,3,5,133,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c26_c29_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c26_c29_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;29;29;29,3,5,133,20,25
train_125_plus105,week18_controlled_mixed_join_5_c26_c26_c26_c26_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c26_c26_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;26;26;29,2,5,133,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c26_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c26_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;26;35;35,3,5,136,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c26_c26_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c26_c26_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;26;29;35,4,5,136,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c29_c29_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c29_c29_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;29;29;29;29,2,5,136,20,25
train_125_plus105,week18_controlled_mixed_join_5_c26_c26_c26_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c26_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;26;29;29,2,5,136,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c29_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c29_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;29;35;35,3,5,139,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c26_c29_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c26_c29_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;29;29;35,4,5,139,20,25
train_125_plus105,week18_controlled_mixed_join_5_c26_c26_c26_c26_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c26_c26_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;26;26;35,2,5,139,20,25
train_125_plus105,week18_controlled_mixed_join_5_c26_c26_c29_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c29_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;29;29;29,2,5,139,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c26_c26_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c26_c26_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;26;35;35,3,5,142,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c29_c29_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c29_c29_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;29;29;29;35,3,5,142,20,25
train_125_plus105,week18_controlled_mixed_join_5_c26_c26_c26_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c26_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;26;29;35,3,5,142,20,25
train_125_plus105,week18_controlled_mixed_join_5_c26_c29_c29_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c29_c29_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,26;29;29;29;29,2,5,142,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c35_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c35_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;35;35;35,2,5,145,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c26_c29_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c26_c29_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;29;35;35,4,5,145,20,25
train_125_plus105,week18_controlled_mixed_join_5_c26_c26_c29_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c29_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;29;29;35,3,5,145,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c29_c29_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c29_c29_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;29;29;35;35,3,5,148,20,25
train_125_plus105,week18_controlled_mixed_join_5_c26_c26_c26_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c26_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;26;35;35,2,5,148,20,25
train_125_plus105,week18_controlled_mixed_join_5_c26_c29_c29_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c29_c29_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;29;29;29;35,3,5,148,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c26_c35_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c26_c35_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;35;35;35,3,5,151,20,25
train_125_plus105,week18_controlled_mixed_join_5_c26_c26_c29_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c29_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;29;35;35,3,5,151,20,25
train_125_plus105,week18_controlled_mixed_join_5_c29_c29_c29_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c29_c29_c29_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,29;29;29;29;35,2,5,151,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c29_c35_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c29_c35_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;29;35;35;35,3,5,154,20,25
train_125_plus105,week18_controlled_mixed_join_5_c26_c29_c29_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c29_c29_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;29;29;35;35,3,5,154,20,25
train_125_plus105,week18_controlled_mixed_join_5_c26_c26_c35_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c26_c35_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;35;35;35,2,5,157,20,25
train_125_plus105,week18_controlled_mixed_join_5_c29_c29_c29_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c29_c29_c29_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,29;29;29;35;35,2,5,157,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c35_c35_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c35_c35_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;35;35;35;35,2,5,160,20,25
train_125_plus105,week18_controlled_mixed_join_5_c26_c29_c35_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c29_c35_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;29;35;35;35,3,5,160,20,25
train_125_plus105,week18_controlled_mixed_join_5_c29_c29_c35_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c29_c29_c35_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,29;29;35;35;35,2,5,163,20,25
train_125_plus105,week18_controlled_mixed_join_5_c26_c35_c35_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c26_c35_c35_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;35;35;35;35,2,5,166,20,25
train_125_plus105,week18_controlled_mixed_join_5_c29_c35_c35_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c29_c35_c35_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,29;35;35;35;35,2,5,169,20,25
train_125_plus105,week17_gap_cycle_square_c38,validation,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_cycle_square_c38.pt,False,heuristic_gap_controlled,38,38,1,1,38,4,5
train_125_plus105,week17_gap_join_c38_join_2,validation,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c38_join_2.pt,False,heuristic_gap_controlled,38,38,1,2,76,8,10
train_125_plus105,week17_gap_join_c38_join_3,validation,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c38_join_3.pt,False,heuristic_gap_controlled,38,38,1,3,114,12,15
train_125_plus105,week17_gap_join_c38_join_4,validation,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c38_join_4.pt,False,heuristic_gap_controlled,38,38,1,4,152,16,20
train_125_plus105,week17_gap_join_c38_join_5,validation,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c38_join_5.pt,False,heuristic_gap_controlled,38,38,1,5,190,20,25
train_20_baseline,week17_gap_cycle_square_c41,test,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_cycle_square_c41.pt,False,heuristic_gap_controlled,41,41,1,1,41,4,5
train_20_baseline,week17_gap_join_c41_join_2,test,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c41_join_2.pt,False,heuristic_gap_controlled,41,41,1,2,82,8,10
train_20_baseline,week17_gap_join_c41_join_3,test,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c41_join_3.pt,False,heuristic_gap_controlled,41,41,1,3,123,12,15
train_20_baseline,week17_gap_join_c41_join_4,test,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c41_join_4.pt,False,heuristic_gap_controlled,41,41,1,4,164,16,20
train_20_baseline,week17_gap_join_c41_join_5,test,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c41_join_5.pt,False,heuristic_gap_controlled,41,41,1,5,205,20,25
train_20_baseline,week17_gap_cycle_square_c20,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_cycle_square_c20.pt,False,heuristic_gap_controlled,20,20,1,1,20,4,5
train_20_baseline,week17_gap_cycle_square_c26,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_cycle_square_c26.pt,False,heuristic_gap_controlled,26,26,1,1,26,4,5
train_20_baseline,week17_gap_cycle_square_c29,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_cycle_square_c29.pt,False,heuristic_gap_controlled,29,29,1,1,29,4,5
train_20_baseline,week17_gap_cycle_square_c35,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_cycle_square_c35.pt,False,heuristic_gap_controlled,35,35,1,1,35,4,5
train_20_baseline,week17_gap_join_c20_join_2,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c20_join_2.pt,False,heuristic_gap_controlled,20,20,1,2,40,8,10
train_20_baseline,week17_gap_join_c26_join_2,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c26_join_2.pt,False,heuristic_gap_controlled,26,26,1,2,52,8,10
train_20_baseline,week17_gap_join_c29_join_2,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c29_join_2.pt,False,heuristic_gap_controlled,29,29,1,2,58,8,10
train_20_baseline,week17_gap_join_c35_join_2,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c35_join_2.pt,False,heuristic_gap_controlled,35,35,1,2,70,8,10
train_20_baseline,week17_gap_join_c20_join_3,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c20_join_3.pt,False,heuristic_gap_controlled,20,20,1,3,60,12,15
train_20_baseline,week17_gap_join_c26_join_3,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c26_join_3.pt,False,heuristic_gap_controlled,26,26,1,3,78,12,15
train_20_baseline,week17_gap_join_c29_join_3,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c29_join_3.pt,False,heuristic_gap_controlled,29,29,1,3,87,12,15
train_20_baseline,week17_gap_join_c35_join_3,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c35_join_3.pt,False,heuristic_gap_controlled,35,35,1,3,105,12,15
train_20_baseline,week17_gap_join_c20_join_4,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c20_join_4.pt,False,heuristic_gap_controlled,20,20,1,4,80,16,20
train_20_baseline,week17_gap_join_c26_join_4,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c26_join_4.pt,False,heuristic_gap_controlled,26,26,1,4,104,16,20
train_20_baseline,week17_gap_join_c29_join_4,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c29_join_4.pt,False,heuristic_gap_controlled,29,29,1,4,116,16,20
train_20_baseline,week17_gap_join_c35_join_4,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c35_join_4.pt,False,heuristic_gap_controlled,35,35,1,4,140,16,20
train_20_baseline,week17_gap_join_c20_join_5,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c20_join_5.pt,False,heuristic_gap_controlled,20,20,1,5,100,20,25
train_20_baseline,week17_gap_join_c26_join_5,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c26_join_5.pt,False,heuristic_gap_controlled,26,26,1,5,130,20,25
train_20_baseline,week17_gap_join_c29_join_5,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c29_join_5.pt,False,heuristic_gap_controlled,29,29,1,5,145,20,25
train_20_baseline,week17_gap_join_c35_join_5,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c35_join_5.pt,False,heuristic_gap_controlled,35,35,1,5,175,20,25
train_20_baseline,week17_gap_cycle_square_c38,validation,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_cycle_square_c38.pt,False,heuristic_gap_controlled,38,38,1,1,38,4,5
train_20_baseline,week17_gap_join_c38_join_2,validation,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c38_join_2.pt,False,heuristic_gap_controlled,38,38,1,2,76,8,10
train_20_baseline,week17_gap_join_c38_join_3,validation,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c38_join_3.pt,False,heuristic_gap_controlled,38,38,1,3,114,12,15
train_20_baseline,week17_gap_join_c38_join_4,validation,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c38_join_4.pt,False,heuristic_gap_controlled,38,38,1,4,152,16,20
train_20_baseline,week17_gap_join_c38_join_5,validation,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c38_join_5.pt,False,heuristic_gap_controlled,38,38,1,5,190,20,25
train_32_plus12,week17_gap_cycle_square_c41,test,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_cycle_square_c41.pt,False,heuristic_gap_controlled,41,41,1,1,41,4,5
train_32_plus12,week17_gap_join_c41_join_2,test,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c41_join_2.pt,False,heuristic_gap_controlled,41,41,1,2,82,8,10
train_32_plus12,week17_gap_join_c41_join_3,test,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c41_join_3.pt,False,heuristic_gap_controlled,41,41,1,3,123,12,15
train_32_plus12,week17_gap_join_c41_join_4,test,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c41_join_4.pt,False,heuristic_gap_controlled,41,41,1,4,164,16,20
train_32_plus12,week17_gap_join_c41_join_5,test,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c41_join_5.pt,False,heuristic_gap_controlled,41,41,1,5,205,20,25
train_32_plus12,week17_gap_cycle_square_c20,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_cycle_square_c20.pt,False,heuristic_gap_controlled,20,20,1,1,20,4,5
train_32_plus12,week17_gap_cycle_square_c26,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_cycle_square_c26.pt,False,heuristic_gap_controlled,26,26,1,1,26,4,5
train_32_plus12,week17_gap_cycle_square_c29,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_cycle_square_c29.pt,False,heuristic_gap_controlled,29,29,1,1,29,4,5
train_32_plus12,week17_gap_cycle_square_c35,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_cycle_square_c35.pt,False,heuristic_gap_controlled,35,35,1,1,35,4,5
train_32_plus12,week17_gap_join_c20_join_2,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c20_join_2.pt,False,heuristic_gap_controlled,20,20,1,2,40,8,10
train_32_plus12,week17_gap_join_c26_join_2,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c26_join_2.pt,False,heuristic_gap_controlled,26,26,1,2,52,8,10
train_32_plus12,week17_gap_join_c29_join_2,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c29_join_2.pt,False,heuristic_gap_controlled,29,29,1,2,58,8,10
train_32_plus12,week17_gap_join_c35_join_2,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c35_join_2.pt,False,heuristic_gap_controlled,35,35,1,2,70,8,10
train_32_plus12,week17_gap_join_c20_join_3,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c20_join_3.pt,False,heuristic_gap_controlled,20,20,1,3,60,12,15
train_32_plus12,week17_gap_join_c26_join_3,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c26_join_3.pt,False,heuristic_gap_controlled,26,26,1,3,78,12,15
train_32_plus12,week17_gap_join_c29_join_3,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c29_join_3.pt,False,heuristic_gap_controlled,29,29,1,3,87,12,15
train_32_plus12,week17_gap_join_c35_join_3,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c35_join_3.pt,False,heuristic_gap_controlled,35,35,1,3,105,12,15
train_32_plus12,week17_gap_join_c20_join_4,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c20_join_4.pt,False,heuristic_gap_controlled,20,20,1,4,80,16,20
train_32_plus12,week17_gap_join_c26_join_4,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c26_join_4.pt,False,heuristic_gap_controlled,26,26,1,4,104,16,20
train_32_plus12,week17_gap_join_c29_join_4,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c29_join_4.pt,False,heuristic_gap_controlled,29,29,1,4,116,16,20
train_32_plus12,week17_gap_join_c35_join_4,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c35_join_4.pt,False,heuristic_gap_controlled,35,35,1,4,140,16,20
train_32_plus12,week17_gap_join_c20_join_5,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c20_join_5.pt,False,heuristic_gap_controlled,20,20,1,5,100,20,25
train_32_plus12,week17_gap_join_c26_join_5,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c26_join_5.pt,False,heuristic_gap_controlled,26,26,1,5,130,20,25
train_32_plus12,week17_gap_join_c29_join_5,train,week17_original_controlled,data\processed\initial_graph_coloring_dataset\pyg_data_week17_heuristic_gap_symmetry_breaking\week17_gap_join_c29_join_5.pt,False,heuristic_gap_controlled,29,29,1,5,145,20,25
