Requested ordering: INCIDENCE_DEGREE
Coloring distance: DISTANCE_ONE
Input graph: data\raw\matrices\bcsstk15.mtx

 Coloring | INCIDENCE_DEGREE Ordering | data\raw\matrices\bcsstk15.mtx
Order Position 1689 -> Vertex 1341
Order Position 1690 -> Vertex 1340
Order Position 1691 -> Vertex 1338
Order Position 1692 -> Vertex 1339
Order Position 1693 -> Vertex 1498
Order Position 1694 -> Vertex 1497
Order Position 1695 -> Vertex 1496
Order Position 1696 -> Vertex 1494
Order Position 1697 -> Vertex 1495
Order Position 1698 -> Vertex 1864
Order Position 1699 -> Vertex 1863
Order Position 1700 -> Vertex 1862
Order Position 1701 -> Vertex 1860
Order Position 1702 -> Vertex 1861
Order Position 1703 -> Vertex 1876
Order Position 1704 -> Vertex 1875
Order Position 1705 -> Vertex 1874
Order Position 1706 -> Vertex 1872
Order Position 1707 -> Vertex 1873
Order Position 1708 -> Vertex 1882
Order Position 1709 -> Vertex 1881
Order Position 1710 -> Vertex 1880
Order Position 1711 -> Vertex 1879
Order Position 1712 -> Vertex 1878
Order Position 1713 -> Vertex 2212
Order Position 1714 -> Vertex 2211
Order Position 1715 -> Vertex 2210
Order Position 1716 -> Vertex 1883
Order Position 1717 -> Vertex 1877
Order Position 1718 -> Vertex 1865
Order Position 1719 -> Vertex 1499
Order Position 1720 -> Vertex 1343
Order Position 1721 -> Vertex 1337
Order Position 1722 -> Vertex 1331
Order Position 1723 -> Vertex 1325
Order Position 1724 -> Vertex 1319
Order Position 1725 -> Vertex 1157
Order Position 1726 -> Vertex 1151
Order Position 1727 -> Vertex 827
Order Position 1728 -> Vertex 749
Order Position 1729 -> Vertex 739
Order Position 1730 -> Vertex 738
Order Position 1731 -> Vertex 736
Order Position 1732 -> Vertex 734
Order Position 1733 -> Vertex 743
Order Position 1734 -> Vertex 733
Order Position 1735 -> Vertex 732
Order Position 1736 -> Vertex 730
Order Position 1737 -> Vertex 729
Order Position 1738 -> Vertex 728
Order Position 1739 -> Vertex 737
Order Position 1740 -> Vertex 727
Order Position 1741 -> Vertex 726
Order Position 1742 -> Vertex 538
Order Position 1743 -> Vertex 2208
Order Position 1744 -> Vertex 2209
Order Position 1745 -> Vertex 2542
Order Position 1746 -> Vertex 2541
Order Position 1747 -> Vertex 2540
Order Position 1748 -> Vertex 2538
Order Position 1749 -> Vertex 2539
Order Position 1750 -> Vertex 2213
Order Position 1751 -> Vertex 2848
Order Position 1752 -> Vertex 2847
Order Position 1753 -> Vertex 2846
Order Position 1754 -> Vertex 2844
Order Position 1755 -> Vertex 2845
Order Position 1756 -> Vertex 2543
Order Position 1757 -> Vertex 3130
Order Position 1758 -> Vertex 535
Order Position 1759 -> Vertex 731
Order Position 1760 -> Vertex 536
Order Position 1761 -> Vertex 539
Order Position 1762 -> Vertex 537
Order Position 1763 -> Vertex 534
Order Position 1764 -> Vertex 335
Order Position 1765 -> Vertex 334
Order Position 1766 -> Vertex 330
Order Position 1767 -> Vertex 2849
Order Position 1768 -> Vertex 3131
Order Position 1769 -> Vertex 3129
Order Position 1770 -> Vertex 3127
Order Position 1771 -> Vertex 3128
Order Position 1772 -> Vertex 3126
Order Position 1773 -> Vertex 3383
Order Position 1774 -> Vertex 3367
Order Position 1775 -> Vertex 3368
Order Position 1776 -> Vertex 3382
Order Position 1777 -> Vertex 3378
Order Position 1778 -> Vertex 3572
Order Position 1779 -> Vertex 3571
Order Position 1780 -> Vertex 3587
Order Position 1781 -> Vertex 3586
Order Position 1782 -> Vertex 3582
Order Position 1783 -> Vertex 3755
Order Position 1784 -> Vertex 3754
Order Position 1785 -> Vertex 3750
Order Position 1786 -> Vertex 3862
Order Position 1787 -> Vertex 3897
Order Position 1788 -> Vertex 3921
Order Position 1789 -> Vertex 3898
Order Position 1790 -> Vertex 3896
Order Position 1791 -> Vertex 3922
Order Position 1792 -> Vertex 3920
Order Position 1793 -> Vertex 3903
Order Position 1794 -> Vertex 3904
Order Position 1795 -> Vertex 3902
Order Position 1796 -> Vertex 3919
Order Position 1797 -> Vertex 3918
Order Position 1798 -> Vertex 3894
Order Position 1799 -> Vertex 3895
Order Position 1800 -> Vertex 3863
Order Position 1801 -> Vertex 3859
Order Position 1802 -> Vertex 3858
Order Position 1803 -> Vertex 3860
Order Position 1804 -> Vertex 3861
Order Position 1805 -> Vertex 3899
Order Position 1806 -> Vertex 3923
Order Position 1807 -> Vertex 3901
Order Position 1808 -> Vertex 3900
Order Position 1809 -> Vertex 3880
Order Position 1810 -> Vertex 3879
Order Position 1811 -> Vertex 3878
Order Position 1812 -> Vertex 3905
Order Position 1813 -> Vertex 3877
Order Position 1814 -> Vertex 3876
Order Position 1815 -> Vertex 3784
Order Position 1816 -> Vertex 3783
Order Position 1817 -> Vertex 3782
Order Position 1818 -> Vertex 3881
Order Position 1819 -> Vertex 3781
Order Position 1820 -> Vertex 3780
Order Position 1821 -> Vertex 3634
Order Position 1822 -> Vertex 3633
Order Position 1823 -> Vertex 3632
Order Position 1824 -> Vertex 3785
Order Position 1825 -> Vertex 3631
Order Position 1826 -> Vertex 3630
Order Position 1827 -> Vertex 3442
Order Position 1828 -> Vertex 3441
Order Position 1829 -> Vertex 3440
Order Position 1830 -> Vertex 3635
Order Position 1831 -> Vertex 3439
Order Position 1832 -> Vertex 3438
Order Position 1833 -> Vertex 3202
Order Position 1834 -> Vertex 3201
Order Position 1835 -> Vertex 3200
Order Position 1836 -> Vertex 3443
Order Position 1837 -> Vertex 3199
Order Position 1838 -> Vertex 3198
Order Position 1839 -> Vertex 2932
Order Position 1840 -> Vertex 2931
Order Position 1841 -> Vertex 2930
Order Position 1842 -> Vertex 3203
Order Position 1843 -> Vertex 2929
Order Position 1844 -> Vertex 2928
Order Position 1845 -> Vertex 2650
Order Position 1846 -> Vertex 2649
Order Position 1847 -> Vertex 2648
Order Position 1848 -> Vertex 2933
Order Position 1849 -> Vertex 2647
Order Position 1850 -> Vertex 2646
Order Position 1851 -> Vertex 2332
Order Position 1852 -> Vertex 2331
Order Position 1853 -> Vertex 2330
Order Position 1854 -> Vertex 2651
Order Position 1855 -> Vertex 2329
Order Position 1856 -> Vertex 2328
Order Position 1857 -> Vertex 2008
Order Position 1858 -> Vertex 2007
Order Position 1859 -> Vertex 2006
Order Position 1860 -> Vertex 2333
Order Position 1861 -> Vertex 2005
Order Position 1862 -> Vertex 2004
Order Position 1863 -> Vertex 1648
Order Position 1864 -> Vertex 1647
Order Position 1865 -> Vertex 1646
Order Position 1866 -> Vertex 2009
Order Position 1867 -> Vertex 1645
Order Position 1868 -> Vertex 1644
Order Position 1869 -> Vertex 1294
Order Position 1870 -> Vertex 1293
Order Position 1871 -> Vertex 1292
Order Position 1872 -> Vertex 1649
Order Position 1873 -> Vertex 1291
Order Position 1874 -> Vertex 1290
Order Position 1875 -> Vertex 946
Order Position 1876 -> Vertex 945
Order Position 1877 -> Vertex 944
Order Position 1878 -> Vertex 1295
Order Position 1879 -> Vertex 943
Order Position 1880 -> Vertex 942
Order Position 1881 -> Vertex 646
Order Position 1882 -> Vertex 645
Order Position 1883 -> Vertex 644
Order Position 1884 -> Vertex 947
Order Position 1885 -> Vertex 643
Order Position 1886 -> Vertex 642
Order Position 1887 -> Vertex 412
Order Position 1888 -> Vertex 411
Order Position 1889 -> Vertex 410
Order Position 1890 -> Vertex 647
Order Position 1891 -> Vertex 409
Order Position 1892 -> Vertex 408
Order Position 1893 -> Vertex 226
Order Position 1894 -> Vertex 225
Order Position 1895 -> Vertex 224
Order Position 1896 -> Vertex 413
Order Position 1897 -> Vertex 223
Order Position 1898 -> Vertex 222
Order Position 1899 -> Vertex 76
Order Position 1900 -> Vertex 75
Order Position 1901 -> Vertex 74
Order Position 1902 -> Vertex 227
Order Position 1903 -> Vertex 73
Order Position 1904 -> Vertex 72
Order Position 1905 -> Vertex 4
Order Position 1906 -> Vertex 1
Order Position 1907 -> Vertex 77
Order Position 1908 -> Vertex 2
Order Position 1909 -> Vertex 5
Order Position 1910 -> Vertex 3
Order Position 1911 -> Vertex 0
Order Position 1912 -> Vertex 53
Order Position 1913 -> Vertex 52
Order Position 1914 -> Vertex 173
Order Position 1915 -> Vertex 172
Order Position 1916 -> Vertex 168
Order Position 1917 -> Vertex 48
Order Position 1918 -> Vertex 331
Order Position 1919 -> Vertex 332
Order Position 1920 -> Vertex 345
Order Position 1921 -> Vertex 49
Order Position 1922 -> Vertex 170
Order Position 1923 -> Vertex 169
Order Position 1924 -> Vertex 50
Order Position 1925 -> Vertex 57
Order Position 1926 -> Vertex 183
Order Position 1927 -> Vertex 3561
Order Position 1928 -> Vertex 3751
Order Position 1929 -> Vertex 3752
Order Position 1930 -> Vertex 3741
Order Position 1931 -> Vertex 3379
Order Position 1932 -> Vertex 3584
Order Position 1933 -> Vertex 3583
Order Position 1934 -> Vertex 3380
Order Position 1935 -> Vertex 3573
Order Position 1936 -> Vertex 3369
Order Position 1937 -> Vertex 495
Order Position 1938 -> Vertex 585
Order Position 1939 -> Vertex 837
Order Position 1940 -> Vertex 586
Order Position 1941 -> Vertex 584
Order Position 1942 -> Vertex 838
Order Position 1943 -> Vertex 836
Order Position 1944 -> Vertex 1173
Order Position 1945 -> Vertex 1174
Order Position 1946 -> Vertex 1172
Order Position 1947 -> Vertex 835
Order Position 1948 -> Vertex 834
Order Position 1949 -> Vertex 583
Order Position 1950 -> Vertex 582
Order Position 1951 -> Vertex 496
Order Position 1952 -> Vertex 494
Order Position 1953 -> Vertex 587
Order Position 1954 -> Vertex 839
Order Position 1955 -> Vertex 1171
Order Position 1956 -> Vertex 1170
Order Position 1957 -> Vertex 1522
Order Position 1958 -> Vertex 1521
Order Position 1959 -> Vertex 1520
Order Position 1960 -> Vertex 1518
Order Position 1961 -> Vertex 1519
Order Position 1962 -> Vertex 1175
Order Position 1963 -> Vertex 1528
Order Position 1964 -> Vertex 1527
Order Position 1965 -> Vertex 1526
Order Position 1966 -> Vertex 1524
Order Position 1967 -> Vertex 1525
Order Position 1968 -> Vertex 1523
Order Position 1969 -> Vertex 1678
Order Position 1970 -> Vertex 1677
Order Position 1971 -> Vertex 1676
Order Position 1972 -> Vertex 1674
Order Position 1973 -> Vertex 1675
Order Position 1974 -> Vertex 1529
Order Position 1975 -> Vertex 1684
Order Position 1976 -> Vertex 1683
Order Position 1977 -> Vertex 1682
Order Position 1978 -> Vertex 1680
Order Position 1979 -> Vertex 1681
Order Position 1980 -> Vertex 1679
Order Position 1981 -> Vertex 1690
Order Position 1982 -> Vertex 1689
Order Position 1983 -> Vertex 1688
Order Position 1984 -> Vertex 1686
Order Position 1985 -> Vertex 1687
Order Position 1986 -> Vertex 1685
Order Position 1987 -> Vertex 1696
Order Position 1988 -> Vertex 1695
Order Position 1989 -> Vertex 1694
Order Position 1990 -> Vertex 1692
Order Position 1991 -> Vertex 1693
Order Position 1992 -> Vertex 1691
Order Position 1993 -> Vertex 1702
Order Position 1994 -> Vertex 1701
Order Position 1995 -> Vertex 1700
Order Position 1996 -> Vertex 1698
Order Position 1997 -> Vertex 1699
Order Position 1998 -> Vertex 1697
Order Position 1999 -> Vertex 1870
Order Position 2000 -> Vertex 1869
Order Position 2001 -> Vertex 1868
Order Position 2002 -> Vertex 1866
Order Position 2003 -> Vertex 1867
Order Position 2004 -> Vertex 1703
Order Position 2005 -> Vertex 2188
Order Position 2006 -> Vertex 2187
Order Position 2007 -> Vertex 2186
Order Position 2008 -> Vertex 2184
Order Position 2009 -> Vertex 2185
Order Position 2010 -> Vertex 1871
Order Position 2011 -> Vertex 2200
Order Position 2012 -> Vertex 2199
Order Position 2013 -> Vertex 2198
Order Position 2014 -> Vertex 2197
Order Position 2015 -> Vertex 2196
Order Position 2016 -> Vertex 2189
Order Position 2017 -> Vertex 2218
Order Position 2018 -> Vertex 2217
Order Position 2019 -> Vertex 2216
Order Position 2020 -> Vertex 2201
Order Position 2021 -> Vertex 2215
Order Position 2022 -> Vertex 2214
Order Position 2023 -> Vertex 2554
Order Position 2024 -> Vertex 2553
Order Position 2025 -> Vertex 2552
Order Position 2026 -> Vertex 2550
Order Position 2027 -> Vertex 2551
Order Position 2028 -> Vertex 2219
Order Position 2029 -> Vertex 2860
Order Position 2030 -> Vertex 2859
Order Position 2031 -> Vertex 2858
Order Position 2032 -> Vertex 2856
Order Position 2033 -> Vertex 2857
Order Position 2034 -> Vertex 2555
Order Position 2035 -> Vertex 3142
Order Position 2036 -> Vertex 492
Order Position 2037 -> Vertex 493
Order Position 2038 -> Vertex 490
Order Position 2039 -> Vertex 489
Order Position 2040 -> Vertex 488
Order Position 2041 -> Vertex 497
Order Position 2042 -> Vertex 487
Order Position 2043 -> Vertex 486
Order Position 2044 -> Vertex 484
Order Position 2045 -> Vertex 483
Order Position 2046 -> Vertex 482
Order Position 2047 -> Vertex 491
Order Position 2048 -> Vertex 481
Order Position 2049 -> Vertex 480
Order Position 2050 -> Vertex 478
Order Position 2051 -> Vertex 475
Order Position 2052 -> Vertex 485
Order Position 2053 -> Vertex 476
Order Position 2054 -> Vertex 479
Order Position 2055 -> Vertex 477
Order Position 2056 -> Vertex 474
Order Position 2057 -> Vertex 323
Order Position 2058 -> Vertex 322
Order Position 2059 -> Vertex 3139
Order Position 2060 -> Vertex 3140
Order Position 2061 -> Vertex 2861
Order Position 2062 -> Vertex 3143
Order Position 2063 -> Vertex 3141
Order Position 2064 -> Vertex 3138
Order Position 2065 -> Vertex 3395
Order Position 2066 -> Vertex 3394
Order Position 2067 -> Vertex 3390
Order Position 2068 -> Vertex 318
Order Position 2069 -> Vertex 161
Order Position 2070 -> Vertex 160
Order Position 2071 -> Vertex 156
Order Position 2072 -> Vertex 41
Order Position 2073 -> Vertex 40
Order Position 2074 -> Vertex 36
Order Position 2075 -> Vertex 16
Order Position 2076 -> Vertex 87
Order Position 2077 -> Vertex 237
Order Position 2078 -> Vertex 88
Order Position 2079 -> Vertex 86
Order Position 2080 -> Vertex 238
Order Position 2081 -> Vertex 236
Order Position 2082 -> Vertex 423
Order Position 2083 -> Vertex 424
Order Position 2084 -> Vertex 422
Order Position 2085 -> Vertex 235
Order Position 2086 -> Vertex 234
Order Position 2087 -> Vertex 84
Order Position 2088 -> Vertex 85
Order Position 2089 -> Vertex 17
Order Position 2090 -> Vertex 13
Order Position 2091 -> Vertex 12
Order Position 2092 -> Vertex 14
Order Position 2093 -> Vertex 15
Order Position 2094 -> Vertex 89
Order Position 2095 -> Vertex 239
Order Position 2096 -> Vertex 421
Order Position 2097 -> Vertex 420
Order Position 2098 -> Vertex 658
Order Position 2099 -> Vertex 657
Order Position 2100 -> Vertex 656
Order Position 2101 -> Vertex 654
Order Position 2102 -> Vertex 655
Order Position 2103 -> Vertex 425
Order Position 2104 -> Vertex 958
Order Position 2105 -> Vertex 957
Order Position 2106 -> Vertex 956
Order Position 2107 -> Vertex 954
Order Position 2108 -> Vertex 955
Order Position 2109 -> Vertex 659
Order Position 2110 -> Vertex 1306
Order Position 2111 -> Vertex 1305
Order Position 2112 -> Vertex 1304
Order Position 2113 -> Vertex 1302
Order Position 2114 -> Vertex 1303
Order Position 2115 -> Vertex 959
Order Position 2116 -> Vertex 1660
Order Position 2117 -> Vertex 1659
Order Position 2118 -> Vertex 1658
Order Position 2119 -> Vertex 1656
Order Position 2120 -> Vertex 1657
Order Position 2121 -> Vertex 1307
Order Position 2122 -> Vertex 2020
Order Position 2123 -> Vertex 2019
Order Position 2124 -> Vertex 2018
Order Position 2125 -> Vertex 2016
Order Position 2126 -> Vertex 2017
Order Position 2127 -> Vertex 1661
Order Position 2128 -> Vertex 2344
Order Position 2129 -> Vertex 2343
Order Position 2130 -> Vertex 2342
Order Position 2131 -> Vertex 2340
Order Position 2132 -> Vertex 2341
Order Position 2133 -> Vertex 2021
Order Position 2134 -> Vertex 2662
Order Position 2135 -> Vertex 2661
Order Position 2136 -> Vertex 2660
Order Position 2137 -> Vertex 2658
Order Position 2138 -> Vertex 2659
Order Position 2139 -> Vertex 2345
Order Position 2140 -> Vertex 2944
Order Position 2141 -> Vertex 2943
Order Position 2142 -> Vertex 2942
Order Position 2143 -> Vertex 2940
Order Position 2144 -> Vertex 2941
Order Position 2145 -> Vertex 2663
Order Position 2146 -> Vertex 3214
Order Position 2147 -> Vertex 3213
Order Position 2148 -> Vertex 3212
Order Position 2149 -> Vertex 3210
Order Position 2150 -> Vertex 3211
Order Position 2151 -> Vertex 2945
Order Position 2152 -> Vertex 3454
Order Position 2153 -> Vertex 3453
Order Position 2154 -> Vertex 3452
Order Position 2155 -> Vertex 3450
Order Position 2156 -> Vertex 3451
Order Position 2157 -> Vertex 3215
Order Position 2158 -> Vertex 3646
Order Position 2159 -> Vertex 3645
Order Position 2160 -> Vertex 3644
Order Position 2161 -> Vertex 3642
Order Position 2162 -> Vertex 3643
Order Position 2163 -> Vertex 3455
Order Position 2164 -> Vertex 3796
Order Position 2165 -> Vertex 3795
Order Position 2166 -> Vertex 3794
Order Position 2167 -> Vertex 3792
Order Position 2168 -> Vertex 3793
Order Position 2169 -> Vertex 3647
Order Position 2170 -> Vertex 3892
Order Position 2171 -> Vertex 3891
Order Position 2172 -> Vertex 3890
Order Position 2173 -> Vertex 3888
Order Position 2174 -> Vertex 3889
Order Position 2175 -> Vertex 3797
Order Position 2176 -> Vertex 3940
Order Position 2177 -> Vertex 3939
Order Position 2178 -> Vertex 3938
Order Position 2179 -> Vertex 3936
Order Position 2180 -> Vertex 3937
Order Position 2181 -> Vertex 3893
Order Position 2182 -> Vertex 3946
Order Position 2183 -> Vertex 3945
Order Position 2184 -> Vertex 3944
Order Position 2185 -> Vertex 3942
Order Position 2186 -> Vertex 3943
Order Position 2187 -> Vertex 3941
Order Position 2188 -> Vertex 3933
Order Position 2189 -> Vertex 3934
Order Position 2190 -> Vertex 3932
Order Position 2191 -> Vertex 3947
Order Position 2192 -> Vertex 3931
Order Position 2193 -> Vertex 3930
Order Position 2194 -> Vertex 3874
Order Position 2195 -> Vertex 3871
Order Position 2196 -> Vertex 3935
Order Position 2197 -> Vertex 3872
Order Position 2198 -> Vertex 3875
Order Position 2199 -> Vertex 3873
Order Position 2200 -> Vertex 3870
Order Position 2201 -> Vertex 3767
Order Position 2202 -> Vertex 3766
Order Position 2203 -> Vertex 3599
Order Position 2204 -> Vertex 3598
Order Position 2205 -> Vertex 3762
Order Position 2206 -> Vertex 3594
Order Position 2207 -> Vertex 3763
Order Position 2208 -> Vertex 3764
Order Position 2209 -> Vertex 3753
Order Position 2210 -> Vertex 3391
Order Position 2211 -> Vertex 3596
Order Position 2212 -> Vertex 3595
Order Position 2213 -> Vertex 3392
Order Position 2214 -> Vertex 3381
Order Position 2215 -> Vertex 3585
Order Position 2216 -> Vertex 37
Order Position 2217 -> Vertex 38
Order Position 2218 -> Vertex 51
Order Position 2219 -> Vertex 319
Order Position 2220 -> Vertex 320
Order Position 2221 -> Vertex 158
Order Position 2222 -> Vertex 157
Order Position 2223 -> Vertex 171
Order Position 2224 -> Vertex 333
Order Position 2225 -> Vertex 3927
Order Position 2226 -> Vertex 3915
Order Position 2227 -> Vertex 3928
Order Position 2228 -> Vertex 3916
Order Position 2229 -> Vertex 3914
Order Position 2230 -> Vertex 3926
Order Position 2231 -> Vertex 3909
Order Position 2232 -> Vertex 3910
Order Position 2233 -> Vertex 3908
Order Position 2234 -> Vertex 3925
Order Position 2235 -> Vertex 3924
Order Position 2236 -> Vertex 3912
Order Position 2237 -> Vertex 3913
Order Position 2238 -> Vertex 3886
Order Position 2239 -> Vertex 3885
Order Position 2240 -> Vertex 3884
Order Position 2241 -> Vertex 3882
Order Position 2242 -> Vertex 3883
Order Position 2243 -> Vertex 3917
Order Position 2244 -> Vertex 3929
Order Position 2245 -> Vertex 3907
Order Position 2246 -> Vertex 3906
Order Position 2247 -> Vertex 3868
Order Position 2248 -> Vertex 3789
Order Position 2249 -> Vertex 3790
Order Position 2250 -> Vertex 3788
Order Position 2251 -> Vertex 3887
Order Position 2252 -> Vertex 3787
Order Position 2253 -> Vertex 3786
Order Position 2254 -> Vertex 3640
Order Position 2255 -> Vertex 3639
Order Position 2256 -> Vertex 3638
Order Position 2257 -> Vertex 3791
Order Position 2258 -> Vertex 3637
Order Position 2259 -> Vertex 3636
Order Position 2260 -> Vertex 3448
Order Position 2261 -> Vertex 3447
Order Position 2262 -> Vertex 3446
Order Position 2263 -> Vertex 3641
Order Position 2264 -> Vertex 3445
Order Position 2265 -> Vertex 3444
Order Position 2266 -> Vertex 3208
Order Position 2267 -> Vertex 3207
Order Position 2268 -> Vertex 3206
Order Position 2269 -> Vertex 3449
Order Position 2270 -> Vertex 3205
Order Position 2271 -> Vertex 3204
Order Position 2272 -> Vertex 2938
Order Position 2273 -> Vertex 2937
Order Position 2274 -> Vertex 2936
Order Position 2275 -> Vertex 3209
Order Position 2276 -> Vertex 2935
Order Position 2277 -> Vertex 2934
Order Position 2278 -> Vertex 2656
Order Position 2279 -> Vertex 2655
Order Position 2280 -> Vertex 2654
Order Position 2281 -> Vertex 2939
Order Position 2282 -> Vertex 2653
Order Position 2283 -> Vertex 2652
Order Position 2284 -> Vertex 2338
Order Position 2285 -> Vertex 2337
Order Position 2286 -> Vertex 2336
Order Position 2287 -> Vertex 2657
Order Position 2288 -> Vertex 2335
Order Position 2289 -> Vertex 2334
Order Position 2290 -> Vertex 2014
Order Position 2291 -> Vertex 2013
Order Position 2292 -> Vertex 2012
Order Position 2293 -> Vertex 2339
Order Position 2294 -> Vertex 2011
Order Position 2295 -> Vertex 2010
Order Position 2296 -> Vertex 1654
Order Position 2297 -> Vertex 1653
Order Position 2298 -> Vertex 1652
Order Position 2299 -> Vertex 2015
Order Position 2300 -> Vertex 1651
Order Position 2301 -> Vertex 1650
Order Position 2302 -> Vertex 1300
Order Position 2303 -> Vertex 1299
Order Position 2304 -> Vertex 1298
Order Position 2305 -> Vertex 1655
Order Position 2306 -> Vertex 1297
Order Position 2307 -> Vertex 1296
Order Position 2308 -> Vertex 952
Order Position 2309 -> Vertex 951
Order Position 2310 -> Vertex 950
Order Position 2311 -> Vertex 1301
Order Position 2312 -> Vertex 949
Order Position 2313 -> Vertex 948
Order Position 2314 -> Vertex 652
Order Position 2315 -> Vertex 651
Order Position 2316 -> Vertex 650
Order Position 2317 -> Vertex 953
Order Position 2318 -> Vertex 649
Order Position 2319 -> Vertex 648
Order Position 2320 -> Vertex 418
Order Position 2321 -> Vertex 417
Order Position 2322 -> Vertex 416
Order Position 2323 -> Vertex 653
Order Position 2324 -> Vertex 415
Order Position 2325 -> Vertex 414
Order Position 2326 -> Vertex 232
Order Position 2327 -> Vertex 231
Order Position 2328 -> Vertex 230
Order Position 2329 -> Vertex 419
Order Position 2330 -> Vertex 229
Order Position 2331 -> Vertex 228
Order Position 2332 -> Vertex 82
Order Position 2333 -> Vertex 81
Order Position 2334 -> Vertex 80
Order Position 2335 -> Vertex 233
Order Position 2336 -> Vertex 79
Order Position 2337 -> Vertex 78
Order Position 2338 -> Vertex 10
Order Position 2339 -> Vertex 7
Order Position 2340 -> Vertex 83
Order Position 2341 -> Vertex 8
Order Position 2342 -> Vertex 11
Order Position 2343 -> Vertex 9
Order Position 2344 -> Vertex 6
Order Position 2345 -> Vertex 35
Order Position 2346 -> Vertex 34
Order Position 2347 -> Vertex 3865
Order Position 2348 -> Vertex 3911
Order Position 2349 -> Vertex 3866
Order Position 2350 -> Vertex 3869
Order Position 2351 -> Vertex 3867
Order Position 2352 -> Vertex 3864
Order Position 2353 -> Vertex 3761
Order Position 2354 -> Vertex 3760
Order Position 2355 -> Vertex 3756
Order Position 2356 -> Vertex 30
Order Position 2357 -> Vertex 149
Order Position 2358 -> Vertex 148
Order Position 2359 -> Vertex 144
Order Position 2360 -> Vertex 293
Order Position 2361 -> Vertex 292
Order Position 2362 -> Vertex 288
Order Position 2363 -> Vertex 298
Order Position 2364 -> Vertex 303
Order Position 2365 -> Vertex 453
Order Position 2366 -> Vertex 304
Order Position 2367 -> Vertex 302
Order Position 2368 -> Vertex 454
Order Position 2369 -> Vertex 452
Order Position 2370 -> Vertex 663
Order Position 2371 -> Vertex 664
Order Position 2372 -> Vertex 662
Order Position 2373 -> Vertex 451
Order Position 2374 -> Vertex 450
Order Position 2375 -> Vertex 300
Order Position 2376 -> Vertex 301
Order Position 2377 -> Vertex 299
Order Position 2378 -> Vertex 295
Order Position 2379 -> Vertex 294
Order Position 2380 -> Vertex 296
Order Position 2381 -> Vertex 297
Order Position 2382 -> Vertex 305
Order Position 2383 -> Vertex 455
Order Position 2384 -> Vertex 661
Order Position 2385 -> Vertex 660
Order Position 2386 -> Vertex 670
Order Position 2387 -> Vertex 669
Order Position 2388 -> Vertex 668
Order Position 2389 -> Vertex 667
Order Position 2390 -> Vertex 666
Order Position 2391 -> Vertex 665
Order Position 2392 -> Vertex 850
Order Position 2393 -> Vertex 849
Order Position 2394 -> Vertex 848
Order Position 2395 -> Vertex 671
Order Position 2396 -> Vertex 847
Order Position 2397 -> Vertex 846
Order Position 2398 -> Vertex 1192
Order Position 2399 -> Vertex 1191
Order Position 2400 -> Vertex 1190
Order Position 2401 -> Vertex 1188
Order Position 2402 -> Vertex 1189
Order Position 2403 -> Vertex 851
Order Position 2404 -> Vertex 1546
Order Position 2405 -> Vertex 1545
Order Position 2406 -> Vertex 1544
Order Position 2407 -> Vertex 1542
Order Position 2408 -> Vertex 1543
Order Position 2409 -> Vertex 1193
Order Position 2410 -> Vertex 1900
Order Position 2411 -> Vertex 1899
Order Position 2412 -> Vertex 1898
Order Position 2413 -> Vertex 1896
Order Position 2414 -> Vertex 1897
Order Position 2415 -> Vertex 1547
Order Position 2416 -> Vertex 1906
Order Position 2417 -> Vertex 1905
Order Position 2418 -> Vertex 1904
Order Position 2419 -> Vertex 1902
Order Position 2420 -> Vertex 1903
Order Position 2421 -> Vertex 1901
Order Position 2422 -> Vertex 2044
Order Position 2423 -> Vertex 2043
Order Position 2424 -> Vertex 2042
Order Position 2425 -> Vertex 2040
Order Position 2426 -> Vertex 2041
Order Position 2427 -> Vertex 1907
Order Position 2428 -> Vertex 2050
Order Position 2429 -> Vertex 2049
Order Position 2430 -> Vertex 2048
Order Position 2431 -> Vertex 2046
Order Position 2432 -> Vertex 2047
Order Position 2433 -> Vertex 2045
Order Position 2434 -> Vertex 2056
Order Position 2435 -> Vertex 2055
Order Position 2436 -> Vertex 2054
Order Position 2437 -> Vertex 2052
Order Position 2438 -> Vertex 2053
Order Position 2439 -> Vertex 2051
Order Position 2440 -> Vertex 2062
Order Position 2441 -> Vertex 2061
Order Position 2442 -> Vertex 2060
Order Position 2443 -> Vertex 2058
Order Position 2444 -> Vertex 2059
Order Position 2445 -> Vertex 2057
Order Position 2446 -> Vertex 2068
Order Position 2447 -> Vertex 2067
Order Position 2448 -> Vertex 2066
Order Position 2449 -> Vertex 2064
Order Position 2450 -> Vertex 2065
Order Position 2451 -> Vertex 2063
Order Position 2452 -> Vertex 2194
Order Position 2453 -> Vertex 2193
Order Position 2454 -> Vertex 2192
Order Position 2455 -> Vertex 2190
Order Position 2456 -> Vertex 2191
Order Position 2457 -> Vertex 2069
Order Position 2458 -> Vertex 2518
Order Position 2459 -> Vertex 2517
Order Position 2460 -> Vertex 2516
Order Position 2461 -> Vertex 2515
Order Position 2462 -> Vertex 2514
Order Position 2463 -> Vertex 2195
Order Position 2464 -> Vertex 2524
Order Position 2465 -> Vertex 2523
Order Position 2466 -> Vertex 2522
Order Position 2467 -> Vertex 2519
Order Position 2468 -> Vertex 2521
Order Position 2469 -> Vertex 2520
Order Position 2470 -> Vertex 2548
Order Position 2471 -> Vertex 2547
Order Position 2472 -> Vertex 2546
Order Position 2473 -> Vertex 2544
